title,description,url,published_date,source,country,language
"Adopt healthy lifestyle choices to boost fertility, say medical experts",,https://www.thehindu.com/news/national/tamil-nadu/adopt-healthy-lifestyle-choices-to-boost-fertility-say-medical-experts/article69852155.ece,2025-07-25T00:56:34,The Hindu,India,en
"Stop unlawful deportation of Bengali Muslims, Human Rights Watch tells government","To garner political support, BJP-run States have rounded up Muslims, mostly impoverished migrant workers, and turned them over to Indian border security personnel, it says",https://www.thehindu.com/news/national/stop-unlawful-deportation-of-bengali-muslims-human-rights-watch-tells-govt/article69851943.ece,2025-07-25T00:49:11,The Hindu,India,en
NGO members assaulted in Indore over suspicion of religious conversion,Right-wing activists attack Howl Group members during a press conference called by them to counter the misinformation campaign against it,https://www.thehindu.com/news/national/madhya-pradesh/ngo-members-assaulted-in-indore-over-suspicion-of-religious-conversion/article69852115.ece,2025-07-25T00:47:23,The Hindu,India,en
"Day after tiger skin found at home, tribal dept officials elderly mother arrested","The EOW also recovered a tiger skin, about 5.5 feet long, from his ancestral home in Jabalpur",https://www.thehindu.com/news/national/madhya-pradesh/day-after-tiger-skin-found-at-home-tribal-dept-officials-elderly-mother-arrested/article69851808.ece,2025-07-25T00:46:18,The Hindu,India,en
166th Income Tax Day celebrated,,https://www.thehindu.com/news/national/tamil-nadu/166th-income-tax-day-celebrated/article69852119.ece,2025-07-25T00:45:22,The Hindu,India,en
EPFO to conduct Nidhi Aapke Nikat 2.0,,https://www.thehindu.com/news/national/tamil-nadu/epfo-to-conduct-nidhi-aapke-nikat-20/article69852081.ece,2025-07-25T00:44:57,The Hindu,India,en
FCI calls for EOI from rice buyers,,https://www.thehindu.com/news/cities/chennai/fci-calls-for-eoi-from-rice-buyers/article69851698.ece,2025-07-25T00:44:44,The Hindu,India,en
Doctors stress the need for gender-neutral cervical cancer prevention strategy in India,,https://www.thehindu.com/sci-tech/health/doctors-stress-the-need-for-gender-neutral-cervical-cancer-prevention-strategy-in-india/article69851000.ece,2025-07-25T00:37:10,The Hindu,India,en
One killed in Jammu shootout,The JK Police has not issued any statement about the incident. Official sources said it took place when the police were chasing suspected drug peddlers in the area,https://www.thehindu.com/news/national/jammu-and-kashmir/one-killed-in-jammu-shootout/article69852187.ece,2025-07-25T00:35:49,The Hindu,India,en
Fertilizers shortage Agriculture Minister appeals to farmers not to panic,,https://www.thehindu.com/news/national/karnataka/fertilizers-shortage-agriculture-minister-appeals-to-farmers-not-to-panic/article69851654.ece,2025-07-25T00:32:21,The Hindu,India,en
"Assertions like JK is illegally occupied, should separate from India attract UAPA sections JK High Court","The trial court was of the view that since the respondents were merely raising slogans with no activity of inciting violence, Section 13 was not applicable",https://www.thehindu.com/news/national/assertions-like-jk-is-illegally-occupied-should-separate-from-india-attract-uapa-sections-jk-high-court/article69851630.ece,2025-07-25T00:15:46,The Hindu,India,en
